,datetime,season,year,month,hour,holiday,weekday,workingday,user_casual,user_registered,count_total,temperature,temp_group,moving_avg
874,2011-02-08,1,0,2,21,0,2,1,8,46,54,5.74,0.82-13.94,70.33333333333333
875,2011-02-08,1,0,2,22,0,2,1,0,29,29,4.92,0.82-13.94,46.333333333333336
876,2011-02-08,1,0,2,23,0,2,1,3,9,12,4.92,0.82-13.94,31.666666666666668
877,2011-02-09,1,0,2,0,0,3,1,0,17,17,4.1000000000000005,0.82-13.94,19.333333333333332
878,2011-02-09,1,0,2,1,0,3,1,0,7,7,4.1000000000000005,0.82-13.94,12.0
879,2011-02-09,1,0,2,2,0,3,1,1,2,3,3.2800000000000002,0.82-13.94,9.0
880,2011-02-09,1,0,2,3,0,3,1,0,2,2,2.46,0.82-13.94,4.0
881,2011-02-09,1,0,2,5,0,3,1,0,7,7,2.46,0.82-13.94,4.0
882,2011-02-09,1,0,2,6,0,3,1,0,43,43,2.46,0.82-13.94,17.333333333333332
883,2011-02-09,1,0,2,7,0,3,1,4,95,99,2.46,0.82-13.94,49.666666666666664
884,2011-02-09,1,0,2,8,0,3,1,1,198,199,4.1000000000000005,0.82-13.94,113.66666666666667
885,2011-02-09,1,0,2,9,0,3,1,4,119,123,4.92,0.82-13.94,140.33333333333334
886,2011-02-09,1,0,2,10,0,3,1,8,51,59,5.74,0.82-13.94,127.0
887,2011-02-09,1,0,2,11,0,3,1,1,40,41,5.74,0.82-13.94,74.33333333333333
888,2011-02-09,1,0,2,12,0,3,1,4,57,61,7.38,0.82-13.94,53.666666666666664
889,2011-02-09,1,0,2,13,0,3,1,2,67,69,7.38,0.82-13.94,57.0
890,2011-02-09,1,0,2,14,0,3,1,2,56,58,8.200000000000001,0.82-13.94,62.666666666666664
891,2011-02-09,1,0,2,15,0,3,1,3,61,64,8.200000000000001,0.82-13.94,63.666666666666664
892,2011-02-09,1,0,2,16,0,3,1,7,72,79,8.200000000000001,0.82-13.94,67.0
893,2011-02-09,1,0,2,17,0,3,1,9,157,166,8.200000000000001,0.82-13.94,103.0
894,2011-02-09,1,0,2,18,0,3,1,2,168,170,7.38,0.82-13.94,138.33333333333334
895,2011-02-09,1,0,2,19,0,3,1,1,87,88,5.74,0.82-13.94,141.33333333333334
896,2011-02-09,1,0,2,20,0,3,1,0,84,84,5.74,0.82-13.94,114.0
897,2011-02-09,1,0,2,21,0,3,1,0,83,83,5.74,0.82-13.94,85.0
898,2011-02-09,1,0,2,22,0,3,1,4,42,46,6.5600000000000005,0.82-13.94,71.0
899,2011-02-09,1,0,2,23,0,3,1,0,37,37,6.5600000000000005,0.82-13.94,55.333333333333336
900,2011-02-10,1,0,2,0,0,4,1,0,16,16,5.74,0.82-13.94,33.0
901,2011-02-10,1,0,2,1,0,4,1,0,7,7,5.74,0.82-13.94,20.0
902,2011-02-10,1,0,2,2,0,4,1,0,3,3,5.74,0.82-13.94,8.666666666666666
903,2011-02-10,1,0,2,4,0,4,1,0,1,1,5.74,0.82-13.94,3.6666666666666665
904,2011-02-10,1,0,2,5,0,4,1,0,6,6,4.92,0.82-13.94,3.3333333333333335
905,2011-02-10,1,0,2,6,0,4,1,0,26,26,4.92,0.82-13.94,11.0
906,2011-02-10,1,0,2,7,0,4,1,0,99,99,4.1000000000000005,0.82-13.94,43.666666666666664
907,2011-02-10,1,0,2,8,0,4,1,5,173,178,4.1000000000000005,0.82-13.94,101.0
908,2011-02-10,1,0,2,9,0,4,1,1,121,122,4.92,0.82-13.94,133.0
909,2011-02-10,1,0,2,10,0,4,1,1,34,35,4.92,0.82-13.94,111.66666666666667
910,2011-02-10,1,0,2,11,0,4,1,1,44,45,5.74,0.82-13.94,67.33333333333333
911,2011-02-10,1,0,2,12,0,4,1,4,65,69,6.5600000000000005,0.82-13.94,49.666666666666664
912,2011-02-10,1,0,2,13,0,4,1,3,59,62,7.38,0.82-13.94,58.666666666666664
913,2011-02-10,1,0,2,14,0,4,1,6,42,48,8.200000000000001,0.82-13.94,59.666666666666664
914,2011-02-10,1,0,2,15,0,4,1,0,50,50,8.200000000000001,0.82-13.94,53.333333333333336
915,2011-02-10,1,0,2,16,0,4,1,4,76,80,8.200000000000001,0.82-13.94,59.333333333333336
916,2011-02-10,1,0,2,17,0,4,1,6,159,165,7.38,0.82-13.94,98.33333333333333
917,2011-02-10,1,0,2,18,0,4,1,3,157,160,6.5600000000000005,0.82-13.94,135.0
918,2011-02-10,1,0,2,19,0,4,1,2,110,112,5.74,0.82-13.94,145.66666666666666
919,2011-02-10,1,0,2,20,0,4,1,4,93,97,5.74,0.82-13.94,123.0
920,2011-02-10,1,0,2,21,0,4,1,2,70,72,5.74,0.82-13.94,93.66666666666667
921,2011-02-10,1,0,2,22,0,4,1,4,47,51,4.92,0.82-13.94,73.33333333333333
922,2011-02-10,1,0,2,23,0,4,1,1,33,34,4.92,0.82-13.94,52.333333333333336
923,2011-02-11,1,0,2,0,0,5,1,2,12,14,4.1000000000000005,0.82-13.94,33.0
924,2011-02-11,1,0,2,1,0,5,1,1,6,7,4.1000000000000005,0.82-13.94,18.333333333333332
925,2011-02-11,1,0,2,2,0,5,1,0,3,3,4.1000000000000005,0.82-13.94,8.0
926,2011-02-11,1,0,2,5,0,5,1,0,4,4,3.2800000000000002,0.82-13.94,4.666666666666667
927,2011-02-11,1,0,2,6,0,5,1,1,23,24,4.1000000000000005,0.82-13.94,10.333333333333334
928,2011-02-11,1,0,2,7,0,5,1,1,73,74,3.2800000000000002,0.82-13.94,34.0
929,2011-02-11,1,0,2,8,0,5,1,4,212,216,4.1000000000000005,0.82-13.94,104.66666666666667
930,2011-02-11,1,0,2,9,0,5,1,8,132,140,4.92,0.82-13.94,143.33333333333334
931,2011-02-11,1,0,2,10,0,5,1,5,39,44,5.74,0.82-13.94,133.33333333333334
932,2011-02-11,1,0,2,11,0,5,1,12,52,64,9.02,0.82-13.94,82.66666666666667
933,2011-02-11,1,0,2,12,0,5,1,7,64,71,9.02,0.82-13.94,59.666666666666664
934,2011-02-11,1,0,2,13,0,5,1,21,89,110,9.84,0.82-13.94,81.66666666666667
935,2011-02-11,1,0,2,14,0,5,1,17,67,84,12.299999999999999,0.82-13.94,88.33333333333333
936,2011-02-11,1,0,2,15,0,5,1,12,62,74,13.120000000000001,0.82-13.94,89.33333333333333
937,2011-02-11,1,0,2,16,0,5,1,14,111,125,12.299999999999999,0.82-13.94,94.33333333333333
938,2011-02-11,1,0,2,17,0,5,1,18,193,211,12.299999999999999,0.82-13.94,136.66666666666666
939,2011-02-11,1,0,2,18,0,5,1,9,165,174,11.48,0.82-13.94,170.0
940,2011-02-11,1,0,2,19,0,5,1,7,94,101,10.66,0.82-13.94,162.0
941,2011-02-11,1,0,2,20,0,5,1,2,61,63,9.02,0.82-13.94,112.66666666666667
942,2011-02-11,1,0,2,21,0,5,1,1,46,47,8.200000000000001,0.82-13.94,70.33333333333333
943,2011-02-11,1,0,2,22,0,5,1,2,41,43,8.200000000000001,0.82-13.94,51.0
944,2011-02-11,1,0,2,23,0,5,1,5,48,53,7.38,0.82-13.94,47.666666666666664
945,2011-02-12,1,0,2,0,0,6,0,3,27,30,6.5600000000000005,0.82-13.94,42.0
946,2011-02-12,1,0,2,1,0,6,0,2,22,24,5.74,0.82-13.94,35.666666666666664
947,2011-02-12,1,0,2,2,0,6,0,2,13,15,5.74,0.82-13.94,23.0
948,2011-02-12,1,0,2,3,0,6,0,3,7,10,4.92,0.82-13.94,16.333333333333332
949,2011-02-12,1,0,2,4,0,6,0,0,4,4,4.92,0.82-13.94,9.666666666666666
950,2011-02-12,1,0,2,5,0,6,0,0,1,1,4.92,0.82-13.94,5.0
951,2011-02-12,1,0,2,6,0,6,0,1,1,2,4.92,0.82-13.94,2.3333333333333335
952,2011-02-12,1,0,2,7,0,6,0,2,9,11,4.92,0.82-13.94,4.666666666666667
953,2011-02-12,1,0,2,8,0,6,0,2,28,30,5.74,0.82-13.94,14.333333333333334
954,2011-02-12,1,0,2,9,0,6,0,5,38,43,6.5600000000000005,0.82-13.94,28.0
955,2011-02-12,1,0,2,10,0,6,0,13,71,84,9.02,0.82-13.94,52.333333333333336
956,2011-02-12,1,0,2,11,0,6,0,30,84,114,12.299999999999999,0.82-13.94,80.33333333333333
957,2011-02-12,1,0,2,12,0,6,0,27,93,120,12.299999999999999,0.82-13.94,106.0
958,2011-02-12,1,0,2,13,0,6,0,32,103,135,12.299999999999999,0.82-13.94,123.0
959,2011-02-12,1,0,2,14,0,6,0,30,90,120,13.940000000000001,13.94-20.50,125.0
960,2011-02-12,1,0,2,15,0,6,0,47,127,174,13.940000000000001,13.94-20.50,143.0
961,2011-02-12,1,0,2,16,0,6,0,42,103,145,13.940000000000001,13.94-20.50,146.33333333333334
962,2011-02-12,1,0,2,17,0,6,0,24,113,137,13.120000000000001,0.82-13.94,152.0
963,2011-02-12,1,0,2,18,0,6,0,4,60,64,11.48,0.82-13.94,115.33333333333333
964,2011-02-12,1,0,2,19,0,6,0,2,39,41,11.48,0.82-13.94,80.66666666666667
965,2011-02-12,1,0,2,20,0,6,0,1,39,40,10.66,0.82-13.94,48.333333333333336
966,2011-02-12,1,0,2,21,0,6,0,9,42,51,10.66,0.82-13.94,44.0
967,2011-02-12,1,0,2,22,0,6,0,6,39,45,9.84,0.82-13.94,45.333333333333336
968,2011-02-12,1,0,2,23,0,6,0,1,31,32,9.02,0.82-13.94,42.666666666666664
969,2011-02-13,1,0,2,0,0,0,0,5,34,39,8.200000000000001,0.82-13.94,38.666666666666664
970,2011-02-13,1,0,2,1,0,0,0,1,23,24,8.200000000000001,0.82-13.94,31.666666666666668
971,2011-02-13,1,0,2,2,0,0,0,1,19,20,8.200000000000001,0.82-13.94,27.666666666666668
972,2011-02-13,1,0,2,3,0,0,0,4,8,12,8.200000000000001,0.82-13.94,18.666666666666668
973,2011-02-13,1,0,2,4,0,0,0,0,2,2,8.200000000000001,0.82-13.94,11.333333333333334
974,2011-02-13,1,0,2,6,0,0,0,2,3,5,8.200000000000001,0.82-13.94,6.333333333333333
975,2011-02-13,1,0,2,7,0,0,0,0,3,3,9.02,0.82-13.94,3.3333333333333335
976,2011-02-13,1,0,2,8,0,0,0,1,11,12,9.02,0.82-13.94,6.666666666666667
977,2011-02-13,1,0,2,9,0,0,0,12,35,47,9.84,0.82-13.94,20.666666666666668
978,2011-02-13,1,0,2,10,0,0,0,19,86,105,12.299999999999999,0.82-13.94,54.666666666666664
979,2011-02-13,1,0,2,11,0,0,0,26,86,112,13.120000000000001,0.82-13.94,88.0
980,2011-02-13,1,0,2,12,0,0,0,58,94,152,14.76,13.94-20.50,123.0
981,2011-02-13,1,0,2,13,0,0,0,62,92,154,15.58,13.94-20.50,139.33333333333334
982,2011-02-13,1,0,2,14,0,0,0,51,110,161,16.400000000000002,13.94-20.50,155.66666666666666
983,2011-02-13,1,0,2,15,0,0,0,40,122,162,16.400000000000002,13.94-20.50,159.0
984,2011-02-13,1,0,2,16,0,0,0,28,106,134,17.22,13.94-20.50,152.33333333333334
985,2011-02-13,1,0,2,17,0,0,0,30,95,125,17.22,13.94-20.50,140.33333333333334
986,2011-02-13,1,0,2,18,0,0,0,17,78,95,16.400000000000002,13.94-20.50,118.0
987,2011-02-13,1,0,2,19,0,0,0,11,50,61,16.400000000000002,13.94-20.50,93.66666666666667
988,2011-02-13,1,0,2,20,0,0,0,15,32,47,16.400000000000002,13.94-20.50,67.66666666666667
989,2011-02-13,1,0,2,21,0,0,0,6,45,51,16.400000000000002,13.94-20.50,53.0
990,2011-02-13,1,0,2,22,0,0,0,5,31,36,16.400000000000002,13.94-20.50,44.666666666666664
991,2011-02-13,1,0,2,23,0,0,0,3,27,30,16.400000000000002,13.94-20.50,39.0
992,2011-02-14,1,0,2,0,0,1,1,3,8,11,15.58,13.94-20.50,25.666666666666668
993,2011-02-14,1,0,2,1,0,1,1,1,6,7,15.58,13.94-20.50,16.0
994,2011-02-14,1,0,2,2,0,1,1,0,2,2,14.76,13.94-20.50,6.666666666666667
995,2011-02-14,1,0,2,3,0,1,1,1,1,2,13.940000000000001,13.94-20.50,3.6666666666666665
996,2011-02-14,1,0,2,4,0,1,1,0,2,2,13.120000000000001,0.82-13.94,2.0
997,2011-02-14,1,0,2,5,0,1,1,0,3,3,13.120000000000001,0.82-13.94,2.3333333333333335
998,2011-02-14,1,0,2,6,0,1,1,1,25,26,13.940000000000001,13.94-20.50,10.333333333333334
999,2011-02-14,1,0,2,7,0,1,1,2,96,98,13.940000000000001,13.94-20.50,42.333333333333336
1000,2011-02-14,1,0,2,8,0,1,1,7,249,256,15.58,13.94-20.50,126.66666666666667
1001,2011-02-14,1,0,2,9,0,1,1,8,122,130,16.400000000000002,13.94-20.50,161.33333333333334
1002,2011-02-14,1,0,2,10,0,1,1,9,46,55,18.04,13.94-20.50,147.0
1003,2011-02-14,1,0,2,11,0,1,1,10,43,53,21.32,20.50-27.06,79.33333333333333
1004,2011-02-14,1,0,2,12,0,1,1,27,99,126,22.96,20.50-27.06,78.0
1005,2011-02-14,1,0,2,13,0,1,1,27,93,120,23.779999999999998,20.50-27.06,99.66666666666667
1006,2011-02-14,1,0,2,14,0,1,1,14,76,90,24.599999999999998,20.50-27.06,112.0
1007,2011-02-14,1,0,2,15,0,1,1,19,71,90,22.96,20.50-27.06,100.0
1008,2011-02-14,1,0,2,16,0,1,1,16,102,118,21.32,20.50-27.06,99.33333333333333
1009,2011-02-14,1,0,2,17,0,1,1,25,218,243,18.86,13.94-20.50,150.33333333333334
1010,2011-02-14,1,0,2,18,0,1,1,11,194,205,16.400000000000002,13.94-20.50,188.66666666666666
1011,2011-02-14,1,0,2,19,0,1,1,12,86,98,15.58,13.94-20.50,182.0
1012,2011-02-14,1,0,2,20,0,1,1,5,65,70,14.76,13.94-20.50,124.33333333333333
1013,2011-02-14,1,0,2,21,0,1,1,8,35,43,14.76,13.94-20.50,70.33333333333333
1014,2011-02-14,1,0,2,22,0,1,1,1,44,45,13.940000000000001,13.94-20.50,52.666666666666664
1015,2011-02-14,1,0,2,23,0,1,1,1,19,20,13.120000000000001,0.82-13.94,36.0
1016,2011-02-15,1,0,2,0,0,2,1,7,12,19,12.299999999999999,0.82-13.94,28.0
1017,2011-02-15,1,0,2,1,0,2,1,0,5,5,12.299999999999999,0.82-13.94,14.666666666666666
1018,2011-02-15,1,0,2,2,0,2,1,1,2,3,11.48,0.82-13.94,9.0
1019,2011-02-15,1,0,2,4,0,2,1,0,1,1,9.02,0.82-13.94,3.0
1020,2011-02-15,1,0,2,5,0,2,1,0,4,4,9.02,0.82-13.94,2.6666666666666665
1021,2011-02-15,1,0,2,6,0,2,1,0,30,30,8.200000000000001,0.82-13.94,11.666666666666666
1022,2011-02-15,1,0,2,7,0,2,1,2,103,105,8.200000000000001,0.82-13.94,46.333333333333336
1023,2011-02-15,1,0,2,8,0,2,1,10,213,223,8.200000000000001,0.82-13.94,119.33333333333333
1024,2011-02-15,1,0,2,9,0,2,1,2,108,110,9.02,0.82-13.94,146.0
1025,2011-02-15,1,0,2,10,0,2,1,5,47,52,9.84,0.82-13.94,128.33333333333334
1026,2011-02-15,1,0,2,11,0,2,1,11,46,57,10.66,0.82-13.94,73.0
1027,2011-02-15,1,0,2,12,0,2,1,6,65,71,11.48,0.82-13.94,60.0
1028,2011-02-15,1,0,2,13,0,2,1,14,68,82,13.120000000000001,0.82-13.94,70.0
1029,2011-02-15,1,0,2,14,0,2,1,10,69,79,13.940000000000001,13.94-20.50,77.33333333333333
1030,2011-02-15,1,0,2,15,0,2,1,11,74,85,13.940000000000001,13.94-20.50,82.0
1031,2011-02-15,1,0,2,16,0,2,1,21,77,98,13.940000000000001,13.94-20.50,87.33333333333333
1032,2011-02-15,1,0,2,17,0,2,1,15,191,206,13.120000000000001,0.82-13.94,129.66666666666666
1033,2011-02-15,1,0,2,18,0,2,1,14,198,212,12.299999999999999,0.82-13.94,172.0
1034,2011-02-15,1,0,2,19,0,2,1,3,142,145,11.48,0.82-13.94,187.66666666666666
1035,2011-02-15,1,0,2,20,0,2,1,3,98,101,10.66,0.82-13.94,152.66666666666666
1036,2011-02-15,1,0,2,21,0,2,1,5,61,66,9.84,0.82-13.94,104.0
1037,2011-02-15,1,0,2,22,0,2,1,0,41,41,9.84,0.82-13.94,69.33333333333333
1038,2011-02-15,1,0,2,23,0,2,1,0,20,20,9.02,0.82-13.94,42.333333333333336
1039,2011-02-16,1,0,2,0,0,3,1,0,15,15,9.02,0.82-13.94,25.333333333333332
1040,2011-02-16,1,0,2,1,0,3,1,0,9,9,8.200000000000001,0.82-13.94,14.666666666666666
1041,2011-02-16,1,0,2,3,0,3,1,0,1,1,8.200000000000001,0.82-13.94,8.333333333333334
1042,2011-02-16,1,0,2,4,0,3,1,0,1,1,8.200000000000001,0.82-13.94,3.6666666666666665
1043,2011-02-16,1,0,2,5,0,3,1,0,5,5,8.200000000000001,0.82-13.94,2.3333333333333335
1044,2011-02-16,1,0,2,6,0,3,1,1,32,33,8.200000000000001,0.82-13.94,13.0
1045,2011-02-16,1,0,2,7,0,3,1,5,103,108,8.200000000000001,0.82-13.94,48.666666666666664
1046,2011-02-16,1,0,2,8,0,3,1,6,224,230,9.02,0.82-13.94,123.66666666666667
1047,2011-02-16,1,0,2,9,0,3,1,2,122,124,9.84,0.82-13.94,154.0
1048,2011-02-16,1,0,2,10,0,3,1,14,55,69,10.66,0.82-13.94,141.0
1049,2011-02-16,1,0,2,11,0,3,1,7,59,66,13.940000000000001,13.94-20.50,86.33333333333333
1050,2011-02-16,1,0,2,12,0,3,1,14,72,86,15.58,13.94-20.50,73.66666666666667
1051,2011-02-16,1,0,2,13,0,3,1,13,80,93,17.22,13.94-20.50,81.66666666666667
1052,2011-02-16,1,0,2,14,0,3,1,17,65,82,18.86,13.94-20.50,87.0
1053,2011-02-16,1,0,2,15,0,3,1,35,82,117,18.86,13.94-20.50,97.33333333333333
1054,2011-02-16,1,0,2,16,0,3,1,26,96,122,18.86,13.94-20.50,107.0
1055,2011-02-16,1,0,2,17,0,3,1,11,244,255,18.86,13.94-20.50,164.66666666666666
1056,2011-02-16,1,0,2,18,0,3,1,20,202,222,16.400000000000002,13.94-20.50,199.66666666666666
1057,2011-02-16,1,0,2,19,0,3,1,18,143,161,13.940000000000001,13.94-20.50,212.66666666666666
1058,2011-02-16,1,0,2,20,0,3,1,10,108,118,15.58,13.94-20.50,167.0
1059,2011-02-16,1,0,2,21,0,3,1,5,87,92,14.76,13.94-20.50,123.66666666666667
1060,2011-02-16,1,0,2,22,0,3,1,12,61,73,13.940000000000001,13.94-20.50,94.33333333333333
1061,2011-02-16,1,0,2,23,0,3,1,2,31,33,15.58,13.94-20.50,66.0
1062,2011-02-17,1,0,2,0,0,4,1,1,16,17,13.940000000000001,13.94-20.50,41.0
1063,2011-02-17,1,0,2,1,0,4,1,0,6,6,13.940000000000001,13.94-20.50,18.666666666666668
1064,2011-02-17,1,0,2,2,0,4,1,2,4,6,13.940000000000001,13.94-20.50,9.666666666666666
1065,2011-02-17,1,0,2,3,0,4,1,3,1,4,13.940000000000001,13.94-20.50,5.333333333333333
1066,2011-02-17,1,0,2,4,0,4,1,3,1,4,13.120000000000001,0.82-13.94,4.666666666666667
1067,2011-02-17,1,0,2,5,0,4,1,1,11,12,13.120000000000001,0.82-13.94,6.666666666666667
1068,2011-02-17,1,0,2,6,0,4,1,3,44,47,12.299999999999999,0.82-13.94,21.0
1069,2011-02-17,1,0,2,7,0,4,1,7,119,126,13.120000000000001,0.82-13.94,61.666666666666664
1070,2011-02-17,1,0,2,8,0,4,1,18,267,285,13.120000000000001,0.82-13.94,152.66666666666666
1071,2011-02-17,1,0,2,9,0,4,1,16,163,179,14.76,13.94-20.50,196.66666666666666
1072,2011-02-17,1,0,2,10,0,4,1,18,70,88,15.58,13.94-20.50,184.0
1073,2011-02-17,1,0,2,11,0,4,1,19,71,90,18.04,13.94-20.50,119.0
1074,2011-02-17,1,0,2,12,0,4,1,15,86,101,19.68,13.94-20.50,93.0
1075,2011-02-17,1,0,2,13,0,4,1,15,108,123,22.14,20.50-27.06,104.66666666666667
1076,2011-02-17,1,0,2,14,0,4,1,26,55,81,24.599999999999998,20.50-27.06,101.66666666666667
1077,2011-02-17,1,0,2,15,0,4,1,15,91,106,24.599999999999998,20.50-27.06,103.33333333333333
1078,2011-02-17,1,0,2,16,0,4,1,29,117,146,22.96,20.50-27.06,111.0
1079,2011-02-17,1,0,2,17,0,4,1,18,256,274,23.779999999999998,20.50-27.06,175.33333333333334
1080,2011-02-17,1,0,2,18,0,4,1,11,211,222,22.14,20.50-27.06,214.0
1081,2011-02-17,1,0,2,19,0,4,1,14,161,175,19.68,13.94-20.50,223.66666666666666
1082,2011-02-17,1,0,2,20,0,4,1,8,131,139,19.68,13.94-20.50,178.66666666666666
1083,2011-02-17,1,0,2,21,0,4,1,5,119,124,21.32,20.50-27.06,146.0
1084,2011-02-17,1,0,2,22,0,4,1,8,68,76,20.5,13.94-20.50,113.0
1085,2011-02-17,1,0,2,23,0,4,1,4,40,44,18.86,13.94-20.50,81.33333333333333
1086,2011-02-18,1,0,2,0,0,5,1,12,20,32,18.04,13.94-20.50,50.666666666666664
1087,2011-02-18,1,0,2,1,0,5,1,1,7,8,18.04,13.94-20.50,28.0
1088,2011-02-18,1,0,2,2,0,5,1,2,5,7,18.04,13.94-20.50,15.666666666666666
1089,2011-02-18,1,0,2,3,0,5,1,2,6,8,18.86,13.94-20.50,7.666666666666667
1090,2011-02-18,1,0,2,4,0,5,1,0,1,1,18.86,13.94-20.50,5.333333333333333
1091,2011-02-18,1,0,2,5,0,5,1,1,6,7,18.86,13.94-20.50,5.333333333333333
1092,2011-02-18,1,0,2,6,0,5,1,2,48,50,18.04,13.94-20.50,19.333333333333332
1093,2011-02-18,1,0,2,7,0,5,1,8,108,116,17.22,13.94-20.50,57.666666666666664
1094,2011-02-18,1,0,2,8,0,5,1,26,246,272,17.22,13.94-20.50,146.0
1095,2011-02-18,1,0,2,9,0,5,1,15,154,169,17.22,13.94-20.50,185.66666666666666
1096,2011-02-18,1,0,2,10,0,5,1,17,78,95,18.04,13.94-20.50,178.66666666666666
1097,2011-02-18,1,0,2,11,0,5,1,31,82,113,18.04,13.94-20.50,125.66666666666667
1098,2011-02-18,1,0,2,12,0,5,1,59,126,185,20.5,13.94-20.50,131.0
1099,2011-02-18,1,0,2,13,0,5,1,45,131,176,24.599999999999998,20.50-27.06,158.0
1100,2011-02-18,1,0,2,14,0,5,1,73,118,191,27.060000000000002,27.06-41.00,184.0
1101,2011-02-18,1,0,2,15,0,5,1,55,117,172,27.060000000000002,27.06-41.00,179.66666666666666
1102,2011-02-18,1,0,2,16,0,5,1,68,164,232,27.060000000000002,27.06-41.00,198.33333333333334
1103,2011-02-18,1,0,2,17,0,5,1,52,275,327,27.060000000000002,27.06-41.00,243.66666666666666
1104,2011-02-18,1,0,2,18,0,5,1,29,195,224,26.240000000000002,20.50-27.06,261.0
1105,2011-02-18,1,0,2,19,0,5,1,16,146,162,25.419999999999998,20.50-27.06,237.66666666666666
1106,2011-02-18,1,0,2,20,0,5,1,19,105,124,24.599999999999998,20.50-27.06,170.0
1107,2011-02-18,1,0,2,21,0,5,1,11,61,72,23.779999999999998,20.50-27.06,119.33333333333333
1108,2011-02-18,1,0,2,22,0,5,1,19,88,107,22.14,20.50-27.06,101.0
1109,2011-02-18,1,0,2,23,0,5,1,16,61,77,21.32,20.50-27.06,85.33333333333333
1110,2011-02-19,1,0,2,0,0,6,0,6,23,29,19.68,13.94-20.50,71.0
1111,2011-02-19,1,0,2,1,0,6,0,10,21,31,18.86,13.94-20.50,45.666666666666664
1112,2011-02-19,1,0,2,2,0,6,0,3,14,17,18.04,13.94-20.50,25.666666666666668
1113,2011-02-19,1,0,2,3,0,6,0,0,7,7,17.22,13.94-20.50,18.333333333333332
1114,2011-02-19,1,0,2,4,0,6,0,0,3,3,16.400000000000002,13.94-20.50,9.0
1115,2011-02-19,1,0,2,5,0,6,0,0,3,3,16.400000000000002,13.94-20.50,4.333333333333333
1116,2011-02-19,1,0,2,6,0,6,0,3,3,6,16.400000000000002,13.94-20.50,4.0
1117,2011-02-19,1,0,2,7,0,6,0,6,16,22,15.58,13.94-20.50,10.333333333333334
1118,2011-02-19,1,0,2,8,0,6,0,9,36,45,15.58,13.94-20.50,24.333333333333332
1119,2011-02-19,1,0,2,9,0,6,0,18,37,55,16.400000000000002,13.94-20.50,40.666666666666664
1120,2011-02-19,1,0,2,10,0,6,0,34,72,106,17.22,13.94-20.50,68.66666666666667
1121,2011-02-19,1,0,2,11,0,6,0,47,76,123,18.04,13.94-20.50,94.66666666666667
1122,2011-02-19,1,0,2,12,0,6,0,38,81,119,18.04,13.94-20.50,116.0
1123,2011-02-19,1,0,2,13,0,6,0,52,103,155,18.04,13.94-20.50,132.33333333333334
1124,2011-02-19,1,0,2,14,0,6,0,102,94,196,18.86,13.94-20.50,156.66666666666666
1125,2011-02-19,1,0,2,15,0,6,0,84,87,171,18.04,13.94-20.50,174.0
1126,2011-02-19,1,0,2,16,0,6,0,39,81,120,18.04,13.94-20.50,162.33333333333334
1127,2011-02-19,1,0,2,17,0,6,0,36,91,127,17.22,13.94-20.50,139.33333333333334
1128,2011-02-19,1,0,2,18,0,6,0,21,67,88,14.76,13.94-20.50,111.66666666666667
1129,2011-02-19,1,0,2,19,0,6,0,5,54,59,13.940000000000001,13.94-20.50,91.33333333333333
1130,2011-02-19,1,0,2,20,0,6,0,9,38,47,13.120000000000001,0.82-13.94,64.66666666666667
1131,2011-02-19,1,0,2,21,0,6,0,4,29,33,13.120000000000001,0.82-13.94,46.333333333333336
1132,2011-02-19,1,0,2,22,0,6,0,2,42,44,12.299999999999999,0.82-13.94,41.333333333333336
1133,2011-02-19,1,0,2,23,0,6,0,4,25,29,11.48,0.82-13.94,35.333333333333336
1134,2011-02-20,1,0,2,0,0,0,0,3,14,17,10.66,0.82-13.94,30.0
1135,2011-02-20,1,0,2,1,0,0,0,5,11,16,9.84,0.82-13.94,20.666666666666668
1136,2011-02-20,1,0,2,2,0,0,0,0,17,17,9.84,0.82-13.94,16.666666666666668
1137,2011-02-20,1,0,2,3,0,0,0,9,9,18,9.02,0.82-13.94,17.0
1138,2011-02-20,1,0,2,4,0,0,0,0,1,1,9.02,0.82-13.94,12.0
1139,2011-02-20,1,0,2,6,0,0,0,1,1,2,8.200000000000001,0.82-13.94,7.0
1140,2011-02-20,1,0,2,7,0,0,0,0,2,2,7.38,0.82-13.94,1.6666666666666667
1141,2011-02-20,1,0,2,8,0,0,0,2,22,24,8.200000000000001,0.82-13.94,9.333333333333334
1142,2011-02-20,1,0,2,9,0,0,0,7,48,55,9.02,0.82-13.94,27.0
1143,2011-02-20,1,0,2,10,0,0,0,34,70,104,10.66,0.82-13.94,61.0
1144,2011-02-20,1,0,2,11,0,0,0,72,89,161,12.299999999999999,0.82-13.94,106.66666666666667
1145,2011-02-20,1,0,2,12,0,0,0,62,120,182,12.299999999999999,0.82-13.94,149.0
1146,2011-02-20,1,0,2,13,0,0,0,76,122,198,13.940000000000001,13.94-20.50,180.33333333333334
1147,2011-02-20,1,0,2,14,0,0,0,108,104,212,14.76,13.94-20.50,197.33333333333334
1148,2011-02-20,1,0,2,15,0,0,0,66,102,168,14.76,13.94-20.50,192.66666666666666
1149,2011-02-20,1,0,2,16,0,0,0,59,88,147,14.76,13.94-20.50,175.66666666666666
1150,2011-02-20,1,0,2,17,0,0,0,60,86,146,13.940000000000001,13.94-20.50,153.66666666666666
1151,2011-02-20,1,0,2,18,0,0,0,30,71,101,13.940000000000001,13.94-20.50,131.33333333333334
